id	filename	md5	size	state
582343df-3acb-41e5-8940-db6615f634e1	dde579e0-d792-456b-a66b-f7ec72969680.htseq.counts.gz	38a95606349e37ae086b0762ea507c3f	253157	validated
58c0f434-7268-4bef-893a-242430dfcd7f	88cf0020-b8b7-4d6e-a5e9-313ee7dcf479.htseq.counts.gz	27031454f669982761c4077e2e7534b2	255164	validated
58fa1ee0-47b4-4a29-b34d-48fd14b6b760	8b8e0f2b-8e64-4237-98d3-1ea4c7eed0c5.htseq.counts.gz	9cee1216275ba3acc3dc5ab2ff263547	257104	validated
5c3dd63e-d05e-4940-b041-a835f33ba77a	60a2aca4-1635-4343-81cd-9d7f68d3c395.htseq.counts.gz	38ab2a0ce326a9d3526ada3e4c81a75e	256163	validated
5d98c562-3b6c-458d-bc65-079e5d19137b	fa77c95f-1ec9-439f-81bd-7ec7a62ecbe0.htseq.counts.gz	3e43fb3ef94a019406498150022abb4e	252627	validated
60e2ca83-58c8-4827-9cbb-63f446b0e29e	9447e559-9df9-4517-9f1e-7b280cc4293b.htseq.counts.gz	f537d9e731fc841a9abd4d4744bf80a1	253627	validated
611b1313-27a4-4414-995a-b8c198048940	7f44e5e1-cea0-4cf9-9a2c-972a3f8d6038.htseq.counts.gz	356ac2ec6d0a1c0c695b4df9d50e2d89	261492	validated
61f87fd7-2eb1-45da-bad8-747dd19e95a8	03611591-08da-45c5-bfe5-ce511a2cc341.htseq.counts.gz	c4ca4f2a71f38f57e0fa586c182020f8	256905	validated
6220b8a9-3a40-4aba-ba57-b5d76ba3e021	cfb70595-7191-40cc-802d-dad9cb578b1a.htseq.counts.gz	50b3a46dbaf3ff3eea5a9154026f7b92	257962	validated
663b318c-61c3-4ed3-bb7a-3820d4992a8e	3c050f49-77a0-4055-8c9b-5c0e06a075d0.htseq.counts.gz	a42f91f619c26794e85b7a27368c2d9a	254678	validated
66d472b3-199d-44d7-bb3c-6dd4f3263796	371bc335-a476-45f3-8195-55a5beac745d.htseq.counts.gz	6cc814f68b51085110115f22800b3752	253948	validated
6e8386d4-e3c3-41f2-b90f-4ea6ffdadd9a	a21edcea-271f-4402-ac9f-82426ff46f94.htseq.counts.gz	256d2e6d28e67a8a55b98b133aa6f9cf	254012	validated
6eea3ee3-f4c4-4777-8ff7-bfe0dcc73224	bdd20f06-d976-43e5-91ab-660954f3d9fb.htseq.counts.gz	f01ecd8fc8f38adb8a8aafcca159ed92	255249	validated
7323eb33-2306-4f09-8705-802736b64460	4cab9f74-8294-4b98-b6b3-3594dcd83623.htseq.counts.gz	8a5fc41a3f301bc0e810506ccd5fa674	257076	validated
734185ee-8a8b-464b-a0a3-ad2daa0bb29c	d4ab2d5f-6980-4974-8f65-5e260bb6fb7d.htseq.counts.gz	46765bfb01b3642c6ab3249d9ffb7a7c	253721	validated
734b2757-cdcf-4746-adc2-f524cf4ed52d	ec2c4c86-5eaf-4f58-8da7-a9528f9922b9.htseq.counts.gz	1ab40fd37f1318d94a5405343a587f29	254520	validated
740b6036-50ba-40a6-9137-1cfb06145766	d0add3e1-2ece-4563-8189-41a034ccbec2.htseq.counts.gz	f9dad771275d2c9e7691faaddbdb6099	255648	validated
7520a09f-6692-4681-8500-cdd710b78382	cfffb137-1ebf-4c5b-9f38-ac28c191c132.htseq.counts.gz	1c45f328f5cb43f76cff113805b03f10	258369	validated
769b63d1-6fd0-4c84-b89e-cdb95cc537de	cd068064-b4cc-4a34-94be-ce95e3342c6d.htseq.counts.gz	070364d176283943b925774ea112999e	259375	validated
779bce79-5e70-4e84-9886-0a3d3fa9de05	9aad580b-806d-4bb7-bbfd-5c74e074c788.htseq.counts.gz	9c7f2549a6959d4564a2a8b2b7ab76ad	255342	validated
7813f34d-2a67-40b3-82dd-34f8440e4f23	30a1c765-f211-49e9-b033-a17138a30764.htseq.counts.gz	f02f509462b9b5d31b4ebb19c8e79793	257033	validated
7b4ef838-74ce-4781-b4c7-765d37e4bcf9	983f2870-96f9-471d-b42e-41b7b84331fc.htseq.counts.gz	87d6682333c252e3e58748e5edf7a9c0	252467	validated
7ddb11e5-e73b-4c06-b266-ac26538f287b	46a20956-b5c5-4bbd-baad-cfcaaad3b3f5.htseq.counts.gz	c255d4f89b04b34440f1de2ca499d8fd	257031	validated
8068dec6-f51f-495b-b9a2-2b7628e3f438	5f8fb01b-6f79-400b-a3e4-3a775bc64aa5.htseq.counts.gz	896f09c450ab9b11e02fa09636439465	253155	validated
818d01aa-eb94-4461-8586-2d1b7c8ef60d	80dfa38c-5905-4a58-bb0c-246dccc2bbc7.htseq.counts.gz	37db5442409c49742709155364ac9554	257791	validated
83e69d78-e67e-4b87-a444-3631585bce89	80980cc8-30b5-4668-a7ea-e3cca5a44e2f.htseq.counts.gz	2e62f58552b21599662162e02f111c7e	258411	validated
86c23dc5-ce12-4ef1-b874-7f6119c76dc1	95aa5fa8-2945-4ffa-a38f-ee4a6326babb.htseq.counts.gz	725f127733b9fa358e1b40b582f914f2	255653	validated
8762eacd-dd02-4f83-a202-af8d5057a8df	cf655a50-5d76-4625-a3d1-12643de2c2b3.htseq.counts.gz	113a19a1522961403107e245b24feb3f	252868	validated
8894c42e-ce65-4088-88e3-921ce7165261	950e2ba0-a247-4bd6-8092-f97cc4018a79.htseq.counts.gz	f42ed1e1b228794336101da7bb0566bb	254376	validated
8c1ff172-4959-4ef9-b5ac-655af5e302a9	d1051cf3-e258-4250-b31e-26a1711c90ee.htseq.counts.gz	f9e8bbd17dfb4a1618f63eb54ba3bb05	253186	validated
8cf4c669-ab49-41a6-b493-2b95e0e5dc15	5e010a9a-7f65-434b-ae4c-43948461187c.htseq.counts.gz	a39fc233e838a1c6b3dcf198cf11a704	258144	validated
8dc79cdd-6b17-4744-a9a7-7b12e66999ff	83fea6d3-5ae6-48e7-9d09-113dcb39e22b.htseq.counts.gz	4380c7624d2f71c5f7d3735198dbc25d	257467	validated
8e371293-9e63-47af-bd5a-e78fb74bd5c7	a75a9fcd-cc1d-4ef6-a213-dd468217ad5b.htseq.counts.gz	45202deba27e9dd448fdc391ab9a4f58	252631	validated
8f1acf7f-7fee-4fe2-b37c-472a2ed69510	fb97b7ac-e36e-4b49-aa22-1ed7b5a0dd4b.htseq.counts.gz	ef19cfc466243b2b974348a3752c90fa	256614	validated
917f39cb-cd29-41d5-9b72-cc4d14aac2a0	5774022a-7bf2-4fdd-a4a5-f9aa33c2174d.htseq.counts.gz	40d8d4b8aa7acc2702c7b3a4b8830a7c	254589	validated
91a3a180-1b7f-4060-9fe9-2bd22a5e66dd	0b4a2460-8f70-4f60-85b3-95d0012d38c8.htseq.counts.gz	a0cad037bdee493c63e426dbb377008c	254194	validated
92ab7ab5-7695-4aa2-81e9-6c6759f37b49	71550bf2-086d-46ac-aee3-958bbac2d2ab.htseq.counts.gz	9a96a8e6a4856c3dc920d5cc9d445c9e	254947	validated
931e5b4c-523c-438d-804c-b2d18e8b6d6e	c3479764-edbf-49ba-afd0-9d7981b715c0.htseq.counts.gz	ead3339ee78bcb51b7e989048a6991cf	251565	validated
946e5313-5d65-49e3-ae63-62f3b29dd167	e00ee63c-c3d2-4233-8d54-bce01194b003.htseq.counts.gz	8dd89aa3f06199332324046c59a56a3e	258259	validated
94a2c73d-9a28-40da-af95-79de2371c35e	cd961e28-af13-4780-a068-35ff5548a3d2.htseq.counts.gz	e2f4c268dd83a97e3cf671bfa99be4af	257643	validated
98e3175d-db07-4967-bc2f-c80894abecab	9ef0c6dd-6e38-41fd-aff6-ae0800c7755d.htseq.counts.gz	b62e7834bb71eb06b6ed6af8760b463b	257998	validated
9a54baa6-12b6-4b1e-949e-e57810db7ac8	29b6e624-9539-4abc-b80f-b5c7b65948fc.htseq.counts.gz	fce50da456ef508aec87e2650bf3e359	251770	validated
9ed7cfc5-da88-486c-a2c9-4ee7dae02fb9	1ea50a97-2adb-4252-aec8-2fe94d49b0a0.htseq.counts.gz	e4a43f31ef2d7f0519a3e3698644c34e	254500	validated
9f6dc593-e438-4262-88b9-282fa084ab11	294b637b-938a-44a8-abb6-170c6205bbd6.htseq.counts.gz	88865f8f48847a91159558e6d565f4d9	257827	validated
9fa7fe5a-e703-4541-880d-8a9af8eda681	3b60d859-e094-457a-85d0-e99ed38d7edb.htseq.counts.gz	f04b10b9add3bc339a097e383d13d690	255152	validated
a13550e4-5d4f-424a-a887-b729de6b681c	a13a7cfe-e4dd-4d78-83f9-0179332d9efd.htseq.counts.gz	23cde5d56ac5f0078d00a173139cb47b	253987	validated
a2373f57-fa14-4ee7-8c38-cbf9ff0f0352	bf48b226-c7ef-4fc7-bcb5-de5025763bdb.htseq.counts.gz	8b922a5f90f13ddac6c584e521069717	254157	validated
a23ee26c-963b-4fc4-9fbe-afbc99453e41	6ef20248-2378-4c89-aac1-8e2d37d01d51.htseq.counts.gz	04166f4c90e4dcb858b0c2032a06004f	249537	validated
a4428e1e-de4c-4011-abc1-9ecf1262a51d	3bdbc229-cbc8-401b-836c-90e76ff3866b.htseq.counts.gz	2dc1aa6b8731cc72689a3c992da1a511	256920	validated
a55d88ec-eb25-4990-82e7-e40cde236c3a	feb82116-b8c0-41e6-9afd-43cc6f6c0d62.htseq.counts.gz	b2cd6d2dad16648d17f5359a93a19455	256972	validated
a61e4a58-aafd-4984-9a84-dab1b75e073f	26918c74-1269-4f63-a871-57855b4aa846.htseq.counts.gz	72b052a68b443ef6cc49fa83e8ebbe63	255824	validated
a7cae63c-b097-41ca-84fd-847a6d338899	7d9b1591-42eb-4d02-978e-0a194d498d6c.htseq.counts.gz	6a5c278fd338d1da8185f9d5d18626dd	254370	validated
a8485548-4791-4e86-95e5-ec22c0fa91c7	631f56be-6fde-4e67-8ce1-83f01325d489.htseq.counts.gz	5d3ea505b9284de00ca5567cdf0c6a76	266534	validated
a8c0aa15-1f5a-43fd-afcb-94e9fe86f7b2	2029581a-86cd-4ea2-82d4-0e085ae1f8f9.htseq.counts.gz	7fa29a8b7c8cd5bfe393fd2583addbc4	252747	validated
a8cfcea7-b428-4dfa-9054-96d4cfd3eedb	13c9e1cd-0deb-44a2-9e7b-21210568c0cb.htseq.counts.gz	547c3b992e5288cb87b754fcf2da6b1b	258521	validated
aa225357-a069-44b4-912b-1c97f864fa34	c4087638-cda2-4686-96b4-59b377ddb18d.htseq.counts.gz	c73d20c5d40e233c01e7ba5595630db2	251071	validated
ae88e6d8-e4cb-4592-b5c0-c826a7d74f19	b4a0adc9-e64d-4338-bf95-4f93352182cb.htseq.counts.gz	7d2bd2d7e35b574cee30c10e172b615f	254176	validated
af7e39a0-b585-43ab-99e5-21107fbce16f	461b0b1d-bf31-4e2a-b9c8-fad6703f973b.htseq.counts.gz	a0022edc9c4b9ff861302b6ed429fa5e	251370	validated
b0dadf35-e16a-4783-8b04-f65fca4477c6	f67f1243-3126-4dea-98bf-186ad3b3e164.htseq.counts.gz	5218ce72bbab862d97816115d2de0d71	251402	validated
b26599ce-2389-4f0a-94f5-8486e47402f2	779250be-012c-4e5b-9b4e-258192607c4b.htseq.counts.gz	d46be0327d57e1b372deda9302f46c6b	256596	validated
b639cdbd-ac59-44fc-8778-ef99c192a8c9	7b4a2fcb-95eb-4cc2-8fde-ec0851ffb724.htseq.counts.gz	d584c5b41d95cb6db8279b17b62e0bba	255020	validated
b77be036-796b-4600-9c78-434f3f4e5fbc	2c1a9f5c-aef9-425b-9877-ccaf6832c62f.htseq.counts.gz	052dfc4b0c009634a02e2883e76d4536	256477	validated
b91b8950-5f5a-4f5a-9bb1-3ccdb3d4a7ec	5cf4c664-9f98-4e1e-a623-317660ee7f6a.htseq.counts.gz	09575c260580741d338f45365201b55f	256887	validated
bc216cab-29ef-44c6-b448-a55e0e60803e	e3bee637-c8c3-4953-842c-11b16ea1bf73.htseq.counts.gz	730e69489b771fb687931dcbf3c50add	256642	validated
bee45f00-581a-4a56-a59e-f6b4ba9e0e54	378d4b61-b44c-4aed-86e9-be63913aaf66.htseq.counts.gz	aecdb7155dc96c69c5a1e76fee62243b	255669	validated
c5122166-e673-4315-abaa-121b2da44930	c1edcfd5-32b1-40fd-b5e9-bbc4ab00625c.htseq.counts.gz	2fe274673a1ef5da010fe42a4b1ca5ac	252899	validated
c7ca507a-e532-4e59-b0e3-59aa9a522511	c81a6334-9098-4add-8e64-186606676c93.htseq.counts.gz	9bc66a7d3475662d7d382238aa35cb7f	252218	validated
c8d03a71-5e51-4a39-8652-0ef862453cb0	652ecf99-1af9-41fc-b0a5-d3e5c07a7b5d.htseq.counts.gz	b64a5404e2eb468f9ca2b76534f876fe	256964	validated
c9970d15-4ccd-436d-8fc8-484977257645	cfcc9019-4d83-44ec-840c-684f7664bdc7.htseq.counts.gz	92813fe140995f6f02d25ef0c79ddd13	258703	validated
cbb56e08-41dd-4c10-90ee-910e7b54ab51	5a7f277a-28b9-403b-959b-51e4b024084b.htseq.counts.gz	0acace337a844cfed3a70754ba6841b4	255196	validated
cda92e83-1024-4fbe-9c0d-e2a6fbeb0339	8dda6766-08f1-4f38-944f-30da042d3370.htseq.counts.gz	c79570bfdbbe549d996e282fd1ed04de	254005	validated
cffb54e6-03d9-46d1-88a9-5d829aea15e6	8ff70f54-8735-40b1-a556-b96e8889cc0f.htseq.counts.gz	655add1b4e7341b0093940ff1e8d856b	255840	validated
cffc15d9-5641-4e22-943a-7d73a9466754	6b1c72e9-ed03-4c02-91f6-cda07c1f9e49.htseq.counts.gz	77144e45138b03b1d655a4adcd8265a7	257856	validated
d0d1b05c-8518-4ab4-90d5-159a671847c5	94b65d9b-b3d9-45b2-80ac-cb4664fe8428.htseq.counts.gz	c04e385dd2c74f2f530084cf3aecee9a	252765	validated
d1773c1f-8e90-45c0-817f-ffdf842db267	856b6c07-2b53-4a35-9722-fd9925793778.htseq.counts.gz	57aa5366621397f395abc18ddcf10385	255532	validated
d44d06f6-62b4-4330-9cd7-72a9e6b13e4a	7f999574-ea25-4640-be46-a5a88652bbbb.htseq.counts.gz	5282375a75823b28486ab0988d1b112d	250740	validated
d48dfee4-035f-4daa-a39f-c64026fe3a5d	d92bad56-8e40-42b5-92a9-287491795920.htseq.counts.gz	a0edfcca28c120a253056be12eecda41	260214	validated
d588cd9f-718d-4e00-9cbf-4ebc10cf275e	fc2fcb44-c5cb-4b1a-822d-552f32866fe3.htseq.counts.gz	319d986e279be78d619d29aa04b66229	253824	validated
d7c588ad-ba23-4399-8d08-b4028a7bed48	18f0b34c-d2f6-4746-b450-8ed3def9e334.htseq.counts.gz	5e373872d0b0ca05e2fef1e735082969	248953	validated
daa44ce1-1671-46b9-aa48-2f4155f0ee49	a998a5b1-397d-4497-a58c-9b9e1c7f491e.htseq.counts.gz	683633e70ff5a40eb3aa03444d047a63	251842	validated
dd16c5aa-2405-4a34-86b7-6edbc3ee460e	9ccbd5f1-d73c-4e77-b876-4cca362218b7.htseq.counts.gz	07603d3aa6ead4b1ef696537faf8e1d0	248260	validated
dd35bb2f-57cf-4bd3-a6d8-65a0fcf45e40	d8454c9a-0054-49b0-adfd-7b4ce451ef77.htseq.counts.gz	202d53226485a3fb4628f0080c7fe45b	256528	validated
de0b0e6b-4ccd-47c6-af57-739344ea04a2	837e6048-97d1-4180-b385-683e99e9b628.htseq.counts.gz	d311bd867f832d4e88c32b91e4ce2e6a	255671	validated
df3625dd-acb1-42f9-b4fc-54cc9447badd	394df3ed-9071-4731-8499-d83624d2a7fa.htseq.counts.gz	33f9caceeccf3d3a00746dd15f2be287	259462	validated
e0e94378-78de-499e-a7f8-de6dcb252902	fa0419a3-7d4d-40fe-aceb-3d70965387e3.htseq.counts.gz	5a1534a8f685f749f03a998783fe34b0	252414	validated
e4c62f17-d1e8-4543-9b7e-daa2b68306e0	bc5be208-5934-40dd-81df-567599ea2a51.htseq.counts.gz	4fffa81651e41a74adc0dfbb41a6482b	256615	validated
e5d0c077-afda-405a-8517-a0ce58497efa	dd752d51-02c4-4850-a355-18770d9be482.htseq.counts.gz	4653e18817fc9307c83685e54e7cef13	249274	validated
e7140700-7f43-463d-92a3-787b88365303	edafd326-8c3c-4ae5-8617-e1592db868eb.htseq.counts.gz	fd91e23c4011c59513573a1f5204ac67	259229	validated
e7fd7e7e-4258-422b-ba60-1ab60dc5b455	8a705b7c-4607-4ede-9486-cbeb1191004e.htseq.counts.gz	d6bc3421b1f24ab52d8f6da6f91fe518	255796	validated
e90112d2-6799-47fe-8e61-750aecf74645	17836a04-2edf-4845-955f-97879736f61e.htseq.counts.gz	5ccc67288f12feeaa897f73d4e759d87	254660	validated
ea67e19c-dc0e-4c81-998d-c117177243c5	e06b7e6d-435b-4616-aac5-70193980b950.htseq.counts.gz	9c5a2c7a5a6e9bb9d1b9226822b02d1a	253785	validated
edfb6fac-0382-4c24-81c2-649713c899e5	dd5a0067-d77e-40e7-a42f-064d7cfab3d6.htseq.counts.gz	79d9109420a32d32fd114f0ccf41b671	256540	validated
ef056c34-c2b9-47dd-afbf-ed81fc16dc74	840bb854-0669-485e-9d83-c4e1e4f10626.htseq.counts.gz	cb4e4325bda408d7c9b81e5e86666aaf	260289	validated
f69c5790-cd9d-4bc2-bc72-ffcf0a0068e8	153cb1b1-774c-4e65-b209-6a462b68cfc5.htseq.counts.gz	a95e6b4e34ba63502178e7290d1969a7	256264	validated
faab0ce3-6709-4ca9-be8a-9307dc161082	1da49483-5cea-4652-8357-e8fba5f77268.htseq.counts.gz	9810183f474f422a86c638d4f9d181db	250160	validated
fc28f309-b035-4e92-a8c4-d0eff5b61d12	96978a72-9b98-4238-abab-cbf1c41bf5f8.htseq.counts.gz	0442ca2cf59b475287744df3f32b1381	254409	validated
fc5cfde3-5f25-419a-a44a-308b6d31752b	7fd4d7c0-5dd2-4ce8-a1ec-3f0271bf04d2.htseq.counts.gz	35c719327f80604f266d1e991c42da57	256825	validated
fc61a0c0-4794-41e9-8571-7cef62731a6e	b0546d5c-875e-4086-9155-7ac41b92ba52.htseq.counts.gz	8064afc28eee47a52660adce0a5431f1	253261	validated
fd2b4a95-4886-4582-afa1-1fe89b0bdaef	8714911e-19cb-47ab-bcdd-28d7e37c4a13.htseq.counts.gz	dbec84fd1b5cc1f99cf98f52e4605b7f	255064	validated
fec44fc3-7842-4ed7-abf0-286a8d32a726	7975e611-5e6d-444e-a773-5e131734a1ec.htseq.counts.gz	a2cc9d0ac8bb242266614f1f66573a73	256816	validated
